fpr,tpr
1.555687673404676952e-04,3.801779034941066976e-02
1.565596512088783152e-04,3.801779034941066976e-02
1.565596512088783152e-04,3.853179891482427788e-02
1.575505350772889353e-04,3.853179891482427788e-02
1.575505350772889353e-04,3.867207823817545020e-02
1.585414189456995553e-04,3.867207823817545020e-02
1.585414189456995553e-04,3.901754224344324701e-02
1.595323028141101753e-04,3.901754224344324701e-02
1.595323028141101753e-04,3.906883841392241180e-02
1.605231866825207953e-04,3.906883841392241180e-02
1.605231866825207953e-04,3.919132110669917846e-02
1.615140705509314424e-04,3.919132110669917846e-02
1.615140705509314424e-04,3.924680471966642686e-02
1.625049544193420624e-04,3.924680471966642686e-02
1.625049544193420624e-04,3.928135112019320863e-02
1.634958382877526825e-04,3.928135112019320863e-02
1.634958382877526825e-04,3.942686474665449414e-02
1.644867221561633025e-04,3.942686474665449414e-02
1.644867221561633025e-04,3.948548894148781740e-02
1.654776060245739225e-04,3.948548894148781740e-02
1.654776060245739225e-04,3.968543932029433563e-02
1.674593737613951625e-04,3.968543932029433563e-02
1.674593737613951625e-04,3.987492109288061359e-02
1.684502576298057826e-04,3.987492109288061359e-02
1.684502576298057826e-04,3.994715447580024503e-02
1.694411414982164026e-04,3.994715447580024503e-02
1.694411414982164026e-04,4.078045553093107012e-02
1.704320253666270226e-04,4.078045553093107012e-02
1.704320253666270226e-04,4.079092413715130344e-02
1.714229092350376426e-04,4.079092413715130344e-02
1.714229092350376426e-04,4.090503194495188205e-02
1.724137931034482626e-04,4.090503194495188205e-02
1.724137931034482626e-04,4.102751463772864871e-02
1.734046769718589098e-04,4.102751463772864871e-02
1.734046769718589098e-04,4.109137313567209210e-02
1.743955608402695298e-04,4.109137313567209210e-02
1.743955608402695298e-04,4.117302826418993422e-02
1.753864447086801498e-04,4.117302826418993422e-02
1.753864447086801498e-04,4.117930942792207699e-02
1.763773285770907698e-04,4.117930942792207699e-02
1.763773285770907698e-04,4.135622887304406942e-02
1.783590963139120098e-04,4.135622887304406942e-02
1.783590963139120098e-04,4.168808369022556498e-02
1.793499801823226299e-04,4.168808369022556498e-02
1.793499801823226299e-04,4.170797404204401593e-02
1.803408640507332499e-04,4.170797404204401593e-02
1.803408640507332499e-04,4.178962917056185805e-02
1.813317479191438699e-04,4.178962917056185805e-02
1.813317479191438699e-04,4.197701722190409074e-02
1.823226317875544899e-04,4.197701722190409074e-02
1.823226317875544899e-04,4.200423559807670709e-02
1.833135156559651099e-04,4.200423559807670709e-02
1.833135156559651099e-04,4.204820374420169954e-02
1.843043995243757300e-04,4.204820374420169954e-02
1.843043995243757300e-04,4.229630971162130770e-02
1.852952833927863771e-04,4.229630971162130770e-02
1.852952833927863771e-04,4.234760588210046556e-02
1.862861672611969971e-04,4.234760588210046556e-02
1.862861672611969971e-04,4.254860312152899948e-02
1.872770511296076171e-04,4.254860312152899948e-02
1.872770511296076171e-04,4.270563221483254790e-02
1.882679349980182371e-04,4.270563221483254790e-02
1.882679349980182371e-04,4.275902210655575797e-02
1.892588188664288571e-04,4.275902210655575797e-02
1.892588188664288571e-04,4.324999973828484723e-02
1.902497027348394772e-04,4.324999973828484723e-02
1.902497027348394772e-04,4.326779636885924596e-02
1.912405866032500972e-04,4.326779636885924596e-02
1.912405866032500972e-04,4.328140555694555414e-02
1.922314704716607172e-04,4.328140555694555414e-02
1.922314704716607172e-04,4.332746742431459186e-02
1.932223543400713372e-04,4.332746742431459186e-02
1.932223543400713372e-04,4.339341964350208053e-02
1.942132382084819572e-04,4.339341964350208053e-02
1.942132382084819572e-04,4.357452653111217739e-02
1.952041220768925773e-04,4.357452653111217739e-02
1.952041220768925773e-04,4.373993050939190691e-02
1.961950059453031973e-04,4.373993050939190691e-02
1.961950059453031973e-04,4.377866435240678616e-02
1.971858898137138444e-04,4.377866435240678616e-02
1.971858898137138444e-04,4.386031948092462829e-02
1.981767736821244644e-04,4.386031948092462829e-02
1.981767736821244644e-04,4.438479665255847667e-02
1.991676575505350844e-04,4.438479665255847667e-02
1.991676575505350844e-04,4.455962237643642382e-02
2.001585414189457045e-04,4.455962237643642382e-02
2.001585414189457045e-04,4.460044994069534835e-02
2.011494252873563245e-04,4.460044994069534835e-02
2.011494252873563245e-04,4.464441808682034080e-02
2.021403091557669445e-04,4.464441808682034080e-02
2.021403091557669445e-04,4.469466739667747601e-02
2.031311930241775645e-04,4.469466739667747601e-02
2.031311930241775645e-04,4.510294303926669357e-02
2.041220768925881845e-04,4.510294303926669357e-02
2.041220768925881845e-04,4.539082971032319669e-02
2.051129607609988045e-04,4.539082971032319669e-02
2.051129607609988045e-04,4.540129831654343695e-02
2.061038446294094246e-04,4.540129831654343695e-02
2.061038446294094246e-04,4.550284379687973002e-02
2.070947284978200446e-04,4.550284379687973002e-02
2.070947284978200446e-04,4.559078008912971491e-02
2.080856123662306646e-04,4.559078008912971491e-02
2.080856123662306646e-04,4.581271454099872936e-02
2.090764962346413117e-04,4.581271454099872936e-02
2.090764962346413117e-04,4.599905573171893247e-02
2.100673801030519317e-04,4.599905573171893247e-02
2.100673801030519317e-04,4.611630412138558593e-02
2.110582639714625518e-04,4.611630412138558593e-02
2.110582639714625518e-04,4.627228635406710477e-02
2.120491478398731718e-04,4.627228635406710477e-02
2.120491478398731718e-04,4.637278497378137521e-02
2.130400317082837918e-04,4.637278497378137521e-02
2.130400317082837918e-04,4.661775035933490852e-02
2.140309155766944118e-04,4.661775035933490852e-02
2.140309155766944118e-04,4.689516842417117137e-02
2.150217994451050318e-04,4.689516842417117137e-02
2.150217994451050318e-04,4.690459016976938900e-02
2.160126833135156518e-04,4.690459016976938900e-02
2.160126833135156518e-04,4.718933625895981726e-02
2.170035671819262719e-04,4.718933625895981726e-02
2.170035671819262719e-04,4.721864835637647889e-02
2.179944510503368919e-04,4.721864835637647889e-02
2.179944510503368919e-04,4.741545815331692226e-02
2.189853349187475119e-04,4.741545815331692226e-02
2.189853349187475119e-04,4.772951633992401910e-02
2.199762187871581319e-04,4.772951633992401910e-02
2.199762187871581319e-04,4.781221832906388386e-02
2.209671026555687790e-04,4.781221832906388386e-02
2.209671026555687790e-04,4.801949673222456749e-02
2.219579865239793991e-04,4.801949673222456749e-02
2.219579865239793991e-04,4.818804129237037187e-02
2.229488703923900191e-04,4.818804129237037187e-02
2.229488703923900191e-04,4.829377421519476243e-02
2.239397542608006391e-04,4.829377421519476243e-02
2.239397542608006391e-04,4.838694481055486746e-02
2.249306381292112591e-04,4.838694481055486746e-02
2.249306381292112591e-04,4.841416318672748381e-02
2.259215219976218791e-04,4.841416318672748381e-02
2.259215219976218791e-04,4.843510039916795740e-02
2.269124058660324992e-04,4.843510039916795740e-02
2.269124058660324992e-04,4.843614725978998004e-02
2.279032897344431192e-04,4.843614725978998004e-02
2.279032897344431192e-04,4.851256808519770203e-02
2.288941736028537392e-04,4.851256808519770203e-02
2.288941736028537392e-04,4.862144158988816051e-02
2.298850574712643592e-04,4.862144158988816051e-02
2.298850574712643592e-04,4.892084372778692652e-02
2.308759413396749792e-04,4.892084372778692652e-02
2.308759413396749792e-04,4.913021585219165543e-02
2.318668252080855992e-04,4.913021585219165543e-02
2.318668252080855992e-04,4.959606882899217362e-02
2.328577090764962464e-04,4.959606882899217362e-02
2.328577090764962464e-04,4.965783360569157173e-02
2.338485929449068664e-04,4.965783360569157173e-02
2.338485929449068664e-04,4.975519164353976731e-02
2.348394768133174864e-04,4.975519164353976731e-02
2.348394768133174864e-04,4.984522165703380442e-02
2.358303606817281064e-04,4.984522165703380442e-02
2.358303606817281064e-04,4.992582992492962390e-02
2.368212445501387264e-04,4.992582992492962390e-02
2.368212445501387264e-04,4.996142318607842830e-02
2.378121284185493465e-04,4.996142318607842830e-02
2.378121284185493465e-04,5.005040633895043584e-02
2.388030122869599665e-04,5.005040633895043584e-02
2.388030122869599665e-04,5.007448413325698428e-02
2.397938961553705865e-04,5.007448413325698428e-02
2.397938961553705865e-04,5.018231077732542011e-02
2.407847800237812065e-04,5.018231077732542011e-02
2.407847800237812065e-04,5.041471383541466789e-02
2.417756638921918265e-04,5.041471383541466789e-02
2.417756638921918265e-04,5.043146360536704398e-02
2.427665477606024465e-04,5.043146360536704398e-02
2.427665477606024465e-04,5.059582072302475780e-02
2.437574316290130666e-04,5.059582072302475780e-02
2.437574316290130666e-04,5.088056681221518607e-02
2.447483154974236866e-04,5.088056681221518607e-02
2.447483154974236866e-04,5.114123510709907283e-02
2.457391993658343066e-04,5.114123510709907283e-02
2.457391993658343066e-04,5.117368778638180932e-02
2.467300832342449266e-04,5.117368778638180932e-02
2.467300832342449266e-04,5.120718732628656844e-02
2.477209671026555466e-04,5.120718732628656844e-02
2.477209671026555466e-04,5.129931106102464389e-02
2.487118509710661667e-04,5.129931106102464389e-02
2.487118509710661667e-04,5.131501397035500428e-02
2.497027348394767867e-04,5.131501397035500428e-02
2.497027348394767867e-04,5.174736740725076334e-02
2.506936187078874609e-04,5.174736740725076334e-02
2.506936187078874609e-04,5.175574229222695832e-02
2.516845025762980809e-04,5.175574229222695832e-02
2.516845025762980809e-04,5.193161487672692811e-02
2.526753864447087009e-04,5.193161487672692811e-02
2.526753864447087009e-04,5.195045836792335642e-02
2.536662703131193210e-04,5.195045836792335642e-02
2.536662703131193210e-04,5.195464581041144697e-02
2.546571541815299410e-04,5.195464581041144697e-02
2.546571541815299410e-04,5.207922222443225890e-02
2.556480380499405610e-04,5.207922222443225890e-02
2.556480380499405610e-04,5.214936188610784507e-02
2.566389219183511810e-04,5.214936188610784507e-02
2.566389219183511810e-04,5.217134595917034129e-02
2.576298057867618010e-04,5.217134595917034129e-02
2.576298057867618010e-04,5.225090736644413814e-02
2.586206896551724210e-04,5.225090736644413814e-02
2.586206896551724210e-04,5.229068807008104003e-02
2.596115735235830411e-04,5.229068807008104003e-02
2.596115735235830411e-04,5.247388867893517522e-02
2.606024573919936611e-04,5.247388867893517522e-02
2.606024573919936611e-04,5.259846509295598715e-02
2.615933412604042811e-04,5.259846509295598715e-02
2.615933412604042811e-04,5.260160567482206201e-02
2.625842251288149011e-04,5.260160567482206201e-02
2.625842251288149011e-04,5.261521486290837019e-02
2.635751089972255211e-04,5.261521486290837019e-02
2.635751089972255211e-04,5.274921302252739280e-02
2.645659928656361412e-04,5.274921302252739280e-02
2.645659928656361412e-04,5.305594318478032423e-02
2.655568767340467612e-04,5.305594318478032423e-02
2.655568767340467612e-04,5.315853552573863994e-02
2.665477606024573812e-04,5.315853552573863994e-02
2.665477606024573812e-04,5.372279340100938327e-02
2.675386444708680012e-04,5.372279340100938327e-02
2.675386444708680012e-04,5.409547578244980337e-02
2.685295283392786212e-04,5.409547578244980337e-02
2.685295283392786212e-04,5.416247486225931468e-02
2.695204122076892412e-04,5.416247486225931468e-02
2.695204122076892412e-04,5.416352172288133732e-02
2.705112960760998613e-04,5.416352172288133732e-02
2.705112960760998613e-04,5.416770916536943481e-02
2.715021799445104813e-04,5.416770916536943481e-02
2.715021799445104813e-04,5.450165770379497565e-02
2.724930638129211013e-04,5.450165770379497565e-02
2.724930638129211013e-04,5.451107944939318634e-02
2.734839476813317213e-04,5.451107944939318634e-02
2.734839476813317213e-04,5.477802890800921587e-02
2.744748315497423955e-04,5.477802890800921587e-02
2.744748315497423955e-04,5.524492874543176363e-02
2.754657154181530156e-04,5.524492874543176363e-02
2.754657154181530156e-04,5.532344329208353784e-02
2.764565992865636356e-04,5.532344329208353784e-02
2.764565992865636356e-04,5.544801970610434977e-02
2.774474831549742556e-04,5.544801970610434977e-02
2.774474831549742556e-04,5.553072169524421453e-02
2.784383670233848756e-04,5.553072169524421453e-02
2.784383670233848756e-04,5.569612567352395099e-02
2.794292508917954956e-04,5.569612567352395099e-02
2.794292508917954956e-04,5.588979488859832645e-02
2.804201347602061157e-04,5.588979488859832645e-02
2.804201347602061157e-04,5.609812015238103272e-02
2.814110186286167357e-04,5.609812015238103272e-02
2.814110186286167357e-04,5.631167971927385218e-02
2.824019024970273557e-04,5.631167971927385218e-02
2.824019024970273557e-04,5.633471065295837799e-02
2.833927863654379757e-04,5.633471065295837799e-02
2.833927863654379757e-04,5.647813055817561823e-02
2.843836702338485957e-04,5.647813055817561823e-02
2.843836702338485957e-04,5.657339487477976853e-02
2.853745541022592157e-04,5.657339487477976853e-02
2.853745541022592157e-04,5.687489073392257288e-02
2.863654379706698358e-04,5.687489073392257288e-02
2.863654379706698358e-04,5.690315597071721188e-02
2.873563218390804558e-04,5.690315597071721188e-02
2.873563218390804558e-04,5.699109226296720371e-02
2.883472057074910758e-04,5.699109226296720371e-02
2.883472057074910758e-04,5.758466223565460868e-02
2.893380895759016958e-04,5.758466223565460868e-02
2.893380895759016958e-04,5.764433329110995458e-02
