fpr,tpr
1.446690447879508479e-04,3.253747499311689106e-02
1.456599286563614679e-04,3.253747499311689106e-02
1.456599286563614679e-04,3.285781434345612373e-02
1.466508125247720879e-04,3.285781434345612373e-02
1.466508125247720879e-04,3.291539167766742435e-02
1.476416963931827080e-04,3.291539167766742435e-02
1.476416963931827080e-04,3.294679749632813820e-02
1.486325802615933280e-04,3.294679749632813820e-02
1.486325802615933280e-04,3.328179289537570168e-02
1.496234641300039751e-04,3.328179289537570168e-02
1.496234641300039751e-04,3.354560177212566330e-02
1.506143479984145951e-04,3.354560177212566330e-02
1.506143479984145951e-04,3.357491386954232493e-02
1.516052318668252151e-04,3.357491386954232493e-02
1.516052318668252151e-04,3.400726730643809093e-02
1.525961157352358352e-04,3.400726730643809093e-02
1.525961157352358352e-04,3.443752702208980471e-02
1.535869996036464552e-04,3.443752702208980471e-02
1.535869996036464552e-04,3.443962074333384998e-02
1.545778834720570752e-04,3.443962074333384998e-02
1.545778834720570752e-04,3.467307066204512733e-02
1.555687673404676952e-04,3.467307066204512733e-02
1.555687673404676952e-04,3.478508474860165373e-02
1.565596512088783152e-04,3.478508474860165373e-02
1.565596512088783152e-04,3.491594232635460843e-02
1.575505350772889353e-04,3.491594232635460843e-02
1.575505350772889353e-04,3.503214385539923925e-02
1.585414189456995553e-04,3.503214385539923925e-02
1.585414189456995553e-04,3.527082807722062979e-02
1.595323028141101753e-04,3.527082807722062979e-02
1.595323028141101753e-04,3.539435763061941909e-02
1.605231866825207953e-04,3.539435763061941909e-02
1.605231866825207953e-04,3.540901367932774990e-02
1.615140705509314424e-04,3.540901367932774990e-02
1.615140705509314424e-04,3.543309147363429140e-02
1.625049544193420624e-04,3.543309147363429140e-02
1.625049544193420624e-04,3.546345043167297567e-02
1.634958382877526825e-04,3.546345043167297567e-02
1.634958382877526825e-04,3.566026022861342598e-02
1.644867221561633025e-04,3.566026022861342598e-02
1.644867221561633025e-04,3.575761826646162156e-02
1.644867221561633025e-04,3.575971198770566684e-02
1.644867221561633025e-04,3.577332117579197501e-02
1.654776060245739225e-04,3.577332117579197501e-02
1.654776060245739225e-04,3.577855547890209514e-02
1.664684898929845425e-04,3.577855547890209514e-02
1.664684898929845425e-04,3.583927339497946368e-02
1.674593737613951625e-04,3.583927339497946368e-02
1.674593737613951625e-04,3.589894445043481652e-02
1.684502576298057826e-04,3.589894445043481652e-02
1.684502576298057826e-04,3.604236435565204982e-02
1.694411414982164026e-04,3.604236435565204982e-02
1.694411414982164026e-04,3.618264367900322215e-02
1.704320253666270226e-04,3.618264367900322215e-02
1.704320253666270226e-04,3.623393984948238000e-02
1.714229092350376426e-04,3.623393984948238000e-02
1.714229092350376426e-04,3.670607399001504095e-02
1.724137931034482626e-04,3.670607399001504095e-02
1.724137931034482626e-04,3.686519680456263465e-02
1.734046769718589098e-04,3.686519680456263465e-02
1.734046769718589098e-04,3.745457933476194906e-02
1.743955608402695298e-04,3.745457933476194906e-02
1.743955608402695298e-04,3.748703201404468555e-02
1.753864447086801498e-04,3.748703201404468555e-02
1.753864447086801498e-04,3.750587550524110692e-02
1.763773285770907698e-04,3.750587550524110692e-02
1.763773285770907698e-04,3.772885681773214400e-02
1.763773285770907698e-04,3.773095053897618928e-02
1.763773285770907698e-04,3.792776033591663959e-02
1.773682124455013898e-04,3.792776033591663959e-02
1.773682124455013898e-04,3.823553735879158672e-02
1.783590963139120098e-04,3.823553735879158672e-02
1.783590963139120098e-04,3.825124026812194017e-02
1.793499801823226299e-04,3.825124026812194017e-02
1.793499801823226299e-04,3.825961515309812822e-02
1.803408640507332499e-04,3.825961515309812822e-02
1.803408640507332499e-04,3.826484945620824835e-02
1.813317479191438699e-04,3.826484945620824835e-02
1.813317479191438699e-04,3.828159922616063138e-02
1.823226317875544899e-04,3.828159922616063138e-02
1.823226317875544899e-04,3.839256645209513513e-02
1.833135156559651099e-04,3.839256645209513513e-02
1.833135156559651099e-04,3.845747181066060116e-02
1.843043995243757300e-04,3.845747181066060116e-02
1.843043995243757300e-04,3.871814010554448793e-02
1.852952833927863771e-04,3.871814010554448793e-02
1.852952833927863771e-04,3.881131070090459295e-02
1.862861672611969971e-04,3.881131070090459295e-02
1.862861672611969971e-04,3.907930702014264512e-02
1.872770511296076171e-04,3.907930702014264512e-02
1.872770511296076171e-04,3.913793121497596839e-02
1.882679349980182371e-04,3.913793121497596839e-02
1.882679349980182371e-04,3.920388343416345706e-02
1.892588188664288571e-04,3.920388343416345706e-02
1.892588188664288571e-04,3.929705402952356208e-02
1.902497027348394772e-04,3.929705402952356208e-02
1.902497027348394772e-04,3.938603718239556961e-02
1.912405866032500972e-04,3.938603718239556961e-02
1.912405866032500972e-04,3.967497071407410231e-02
1.922314704716607172e-04,3.967497071407410231e-02
1.922314704716607172e-04,3.967706443531814758e-02
1.932223543400713372e-04,3.967706443531814758e-02
1.932223543400713372e-04,3.978279735814253121e-02
1.942132382084819572e-04,3.978279735814253121e-02
1.942132382084819572e-04,3.978384421876456079e-02
1.952041220768925773e-04,3.978384421876456079e-02
1.952041220768925773e-04,3.981839061929133561e-02
1.961950059453031973e-04,3.981839061929133561e-02
1.961950059453031973e-04,4.014815171522878590e-02
1.971858898137138444e-04,4.014815171522878590e-02
1.971858898137138444e-04,4.020991649192818401e-02
1.981767736821244644e-04,4.020991649192818401e-02
1.981767736821244644e-04,4.043603838628528901e-02
1.991676575505350844e-04,4.043603838628528901e-02
1.991676575505350844e-04,4.049152199925254436e-02
2.001585414189457045e-04,4.049152199925254436e-02
2.001585414189457045e-04,4.062970760135966447e-02
2.011494252873563245e-04,4.062970760135966447e-02
2.011494252873563245e-04,4.070298784490131855e-02
2.021403091557669445e-04,4.070298784490131855e-02
2.021403091557669445e-04,4.070822214801143868e-02
2.031311930241775645e-04,4.070822214801143868e-02
2.031311930241775645e-04,4.086315752007093488e-02
2.041220768925881845e-04,4.086315752007093488e-02
2.041220768925881845e-04,4.096470300040722795e-02
2.051129607609988045e-04,4.096470300040722795e-02
2.051129607609988045e-04,4.098459335222567890e-02
2.061038446294094246e-04,4.098459335222567890e-02
2.061038446294094246e-04,4.109765429940423487e-02
2.070947284978200446e-04,4.109765429940423487e-02
2.070947284978200446e-04,4.115313791237148328e-02
2.080856123662306646e-04,4.115313791237148328e-02
2.080856123662306646e-04,4.159910053735355745e-02
2.090764962346413117e-04,4.159910053735355745e-02
2.090764962346413117e-04,4.161375658606188827e-02
2.100673801030519317e-04,4.161375658606188827e-02
2.100673801030519317e-04,4.176659823687733919e-02
2.100673801030519317e-04,4.176869195812138447e-02
2.100673801030519317e-04,4.228374738415702216e-02
2.110582639714625518e-04,4.228374738415702216e-02
2.110582639714625518e-04,4.240937065879985673e-02
2.120491478398731718e-04,4.240937065879985673e-02
2.120491478398731718e-04,4.257896207956769069e-02
2.130400317082837918e-04,4.257896207956769069e-02
2.130400317082837918e-04,4.294955073976405857e-02
2.140309155766944118e-04,4.294955073976405857e-02
2.140309155766944118e-04,4.295164446100810385e-02
2.140309155766944118e-04,4.295373818225215606e-02
2.140309155766944118e-04,4.307517401440689314e-02
2.150217994451050318e-04,4.307517401440689314e-02
2.150217994451050318e-04,4.334317033364495225e-02
2.160126833135156518e-04,4.334317033364495225e-02
2.160126833135156518e-04,4.335992010359732834e-02
2.170035671819262719e-04,4.335992010359732834e-02
2.170035671819262719e-04,4.360697921039490693e-02
2.179944510503368919e-04,4.360697921039490693e-02
2.179944510503368919e-04,4.378285179489487672e-02
2.189853349187475119e-04,4.378285179489487672e-02
2.189853349187475119e-04,4.386869436590081633e-02
2.199762187871581319e-04,4.386869436590081633e-02
2.199762187871581319e-04,4.387811611149903396e-02
2.209671026555687790e-04,4.387811611149903396e-02
2.209671026555687790e-04,4.440049956188883012e-02
2.219579865239793991e-04,4.440049956188883012e-02
2.219579865239793991e-04,4.453345086088583010e-02
2.229488703923900191e-04,4.453345086088583010e-02
2.229488703923900191e-04,4.490089893921613007e-02
2.239397542608006391e-04,4.490089893921613007e-02
2.239397542608006391e-04,4.497731976462385900e-02
2.249306381292112591e-04,4.497731976462385900e-02
2.249306381292112591e-04,4.498255406773397913e-02
2.259215219976218791e-04,4.498255406773397913e-02
2.259215219976218791e-04,4.528509678749880613e-02
2.269124058660324992e-04,4.528509678749880613e-02
2.269124058660324992e-04,4.537826738285891115e-02
2.279032897344431192e-04,4.537826738285891115e-02
2.279032897344431192e-04,4.539397029218927154e-02
2.288941736028537392e-04,4.539397029218927154e-02
2.288941736028537392e-04,4.593100979128739852e-02
2.298850574712643592e-04,4.593100979128739852e-02
2.298850574712643592e-04,4.616760029186474379e-02
2.308759413396749792e-04,4.616760029186474379e-02
2.308759413396749792e-04,4.630055159086174377e-02
2.308759413396749792e-04,4.630264531210578904e-02
2.308759413396749792e-04,4.631939508205817208e-02
2.318668252080855992e-04,4.631939508205817208e-02
2.318668252080855992e-04,4.633614485201054817e-02
2.328577090764962464e-04,4.633614485201054817e-02
2.328577090764962464e-04,4.635498834320697648e-02
2.338485929449068664e-04,4.635498834320697648e-02
2.338485929449068664e-04,4.638848788311172866e-02
2.348394768133174864e-04,4.638848788311172866e-02
2.348394768133174864e-04,4.667532769354620914e-02
2.358303606817281064e-04,4.667532769354620914e-02
2.358303606817281064e-04,4.684073167182594560e-02
2.368212445501387264e-04,4.684073167182594560e-02
2.368212445501387264e-04,4.688155923608487013e-02
2.378121284185493465e-04,4.688155923608487013e-02
2.378121284185493465e-04,4.698205785579913363e-02
2.388030122869599665e-04,4.698205785579913363e-02
2.388030122869599665e-04,4.712338403977232859e-02
2.397938961553705865e-04,4.712338403977232859e-02
2.397938961553705865e-04,4.724377301130504997e-02
2.407847800237812065e-04,4.724377301130504997e-02
2.407847800237812065e-04,4.725947592063540342e-02
2.417756638921918265e-04,4.725947592063540342e-02
2.417756638921918265e-04,4.735892767972765122e-02
2.427665477606024465e-04,4.735892767972765122e-02
2.427665477606024465e-04,4.736206826159371913e-02
2.437574316290130666e-04,4.736206826159371913e-02
2.437574316290130666e-04,4.736730256470383926e-02
2.447483154974236866e-04,4.736730256470383926e-02
2.447483154974236866e-04,4.737986489216812480e-02
2.457391993658343066e-04,4.737986489216812480e-02
2.457391993658343066e-04,4.753165968236155309e-02
2.457391993658343066e-04,4.753375340360559836e-02
2.457391993658343066e-04,4.786665508140911657e-02
2.467300832342449266e-04,4.786665508140911657e-02
2.467300832342449266e-04,4.827597758462036370e-02
2.477209671026555466e-04,4.827597758462036370e-02
2.477209671026555466e-04,4.831680514887928130e-02
2.487118509710661667e-04,4.831680514887928130e-02
2.487118509710661667e-04,4.866750345725720517e-02
2.497027348394767867e-04,4.866750345725720517e-02
2.497027348394767867e-04,4.916371539209641456e-02
2.506936187078874609e-04,4.916371539209641456e-02
2.506936187078874609e-04,4.917941830142676801e-02
2.516845025762980809e-04,4.917941830142676801e-02
2.516845025762980809e-04,4.918360574391485857e-02
2.526753864447087009e-04,4.918360574391485857e-02
2.526753864447087009e-04,4.930818215793567744e-02
2.536662703131193210e-04,4.930818215793567744e-02
2.536662703131193210e-04,4.955210068286718117e-02
2.546571541815299410e-04,4.955210068286718117e-02
2.546571541815299410e-04,4.958560022277194029e-02
2.556480380499405610e-04,4.958560022277194029e-02
2.556480380499405610e-04,5.003889087210817987e-02
2.566389219183511810e-04,5.003889087210817987e-02
2.566389219183511810e-04,5.025559102086707419e-02
2.576298057867618010e-04,5.025559102086707419e-02
2.576298057867618010e-04,5.031002777321229996e-02
2.586206896551724210e-04,5.031002777321229996e-02
2.586206896551724210e-04,5.036027708306943518e-02
2.596115735235830411e-04,5.036027708306943518e-02
2.596115735235830411e-04,5.045868198153966033e-02
2.606024573919936611e-04,5.045868198153966033e-02
2.606024573919936611e-04,5.056232118311999868e-02
2.615933412604042811e-04,5.056232118311999868e-02
2.615933412604042811e-04,5.061675793546523139e-02
2.625842251288149011e-04,5.061675793546523139e-02
2.625842251288149011e-04,5.076122470130449427e-02
2.635751089972255211e-04,5.076122470130449427e-02
2.635751089972255211e-04,5.084392669044435903e-02
2.645659928656361412e-04,5.084392669044435903e-02
2.645659928656361412e-04,5.103654904489671185e-02
2.655568767340467612e-04,5.103654904489671185e-02
2.655568767340467612e-04,5.111820417341455397e-02
2.665477606024573812e-04,5.111820417341455397e-02
2.665477606024573812e-04,5.138305991078653823e-02
2.675386444708680012e-04,5.138305991078653823e-02
2.675386444708680012e-04,5.148041794863473380e-02
2.685295283392786212e-04,5.148041794863473380e-02
2.685295283392786212e-04,5.148774597298889921e-02
2.695204122076892412e-04,5.148774597298889921e-02
2.695204122076892412e-04,5.157358854399483883e-02
2.705112960760998613e-04,5.157358854399483883e-02
2.705112960760998613e-04,5.158196342897102687e-02
